code,year,happiness,food_insec,precipitation,indiv_free,gini,hdi,gdp_pc,family,corruption,air_deaths,life_expectancy,temperature,urbanization,covid,hri,suicides,taxes,schooling
AFG,2022,1.859,25.244,18.004,6.037,13.8,,62.664,13.7530365,0.25067571346153844,0.015,,8.587,0.479,0.0,19.329,327.0,0.038,4.958
AFG,2021,2.4038,26.314,18.004,6.037,13.8,,61.9824,13.982875,0.28251936971153846,0.137,,8.587,0.478,1516.27326544595,28.4,327.0,0.175,4.958
AFG,2020,2.5229,26.026,18.004,6.037,13.8,,62.5751,12.358907,0.17822859402641508,0.417,,6.760211,0.483,1968.34100152117,22.6,327.0,0.56,5.0528383
AFG,2019,2.5669,25.754,16.609505,5.96,13.8,,63.5645,12.955639,0.237,0.365,,8.362843,0.488,2079.92186098824,19.8,327.0,0.517,4.958
AFG,2018,3.2033,25.495,16.527699,5.91,16.0,,63.081,13.735786,0.237,0.381,,9.173828,0.483,2060.69897292797,17.3,327.0,0.558,4.9497876
AFG,2017,3.6315,25.25,17.984146,5.95,15.0,,63.016,13.534083,0.237,0.358,,10.1876335,0.482,2096.09311055337,17.3,327.0,0.537,4.87
AFG,2016,3.794,25.02,17.944328,6.01,15.0,,63.1361,13.772996,0.237,0.325,,9.837913,0.481,2101.42218654808,15.1,327.0,0.514,4.958
AFG,2015,3.36,24.803,18.377846,5.99,11.0,,62.6587,12.976933,0.237,0.386,,7.874765,0.478,2108.71417281187,14.8,327.0,0.553,4.958
AFG,2014,3.575,24.587,18.807348,6.02,12.0,,62.5451,12.295863,0.237,0.374,,7.141338,0.479,2144.44963352064,19.329,327.0,0.554,4.958
AFG,2011,4.25835,23.948,19.775244,6.42,13.8,,61.4191,13.000847,0.237,0.402,,9.359386,0.456,1961.09631655741,19.329,327.0,0.577,4.958
ALB,2022,5.2773,59.06,10.18,4.617,36.4,97.42949,78.33,13.501849,0.1651656886653846,0.903,0.32,24.136,0.795,15491.9610024673,9.357,1485.0,0.873,8.908
ALB,2021,5.1988,62.969,10.18,4.617,36.4,97.429,76.4626,13.125365,0.8822996328076923,0.9,0.32,24.741135,0.796,14595.915310896,7.5,1485.0,0.878,8.908
ALB,2020,5.1174,62.112,10.18,4.617,36.4,97.429,76.9893,13.342265,0.5981366303018868,0.899,0.2941963,23.912548,0.794,13278.3433182533,7.7,1485.0,0.874,8.953018
ALB,2019,4.8827,61.229,9.543016,3.72,36.4,97.429,79.2825,13.521297,0.549,0.916,0.30115768,24.942486,0.81,13653.1550103049,8.8,1485.0,0.882,8.908
ALB,2018,4.7186,60.319,9.718166,3.94,36.0,97.429,79.1838,13.70238,0.549,0.901,0.30148283,25.149136,0.806,13317.0927360367,10.0,1485.0,0.881,8.851396
ALB,2017,4.586,59.383,9.87686,4.11,38.0,97.429,79.0473,13.111859,0.549,0.894,0.33055663,24.136,0.802,12770.9664236798,11.0,1485.0,0.884,8.92
ALB,2016,4.644,58.421,10.06132,4.17,39.0,97.429,78.8602,13.173279,0.549,0.913,0.33736297,23.537329,0.798,12291.8175748981,10.5,1485.0,0.891,8.908
ALB,2015,4.655,57.434,10.272267,4.23,36.0,97.429,78.6441,13.216008,0.549,0.913,0.32753733,23.985617,0.795,11878.4139402813,10.0,1485.0,0.891,8.908
ALB,2014,4.959,56.423,10.508793,4.52,33.0,97.429,78.4075,13.130962,0.549,0.913,0.34598896,23.933598,0.792,11586.7943649919,9.357,1485.0,0.891,8.908
ALB,2011,5.133704,53.247,11.276407,7.63,36.4,97.429,78.0919,12.611583,0.549,0.884,0.32,22.882267,0.766,11052.7559176482,9.357,1485.0,0.88,8.908
DZA,2022,5.3291,71.848,10.685,2.681,34.8,93.083,75.522,24.677404,0.12258990598076923,0.514,0.276,,0.74,11198.2334828027,9.3,89.0,0.491,6.993
DZA,2021,5.1223,74.261,10.685,2.681,34.8,93.083,76.3767,25.22027,0.2184743755769231,0.514,0.276,,0.745,11029.1387822365,5.6,89.0,0.491,6.993
DZA,2020,4.8871,73.733,10.685,2.681,34.8,93.083,74.4528,24.726349,0.3165694865754717,0.59,0.276,,0.736,10844.7707638851,6.2,89.0,0.553,7.0915527
DZA,2019,5.0051,73.189,10.728213,2.6,34.8,93.083,76.4742,24.009596,0.219,0.571,0.276,,0.748,11627.2799176185,6.9,89.0,0.587,6.993
DZA,2018,5.2113,72.629,10.655122,2.58,35.0,93.083,76.0656,24.166739,0.219,0.606,0.276,,0.745,11725.8777414874,9.3,89.0,0.579,7.0480285
DZA,2017,5.2946,72.052,10.628852,2.54,33.0,93.083,75.7428,24.14788,0.219,0.601,0.276,,0.744,11809.4830333846,11.4,89.0,0.585,6.84
DZA,2016,5.872,71.459,10.703443,2.61,34.0,93.083,75.7318,24.712156,0.219,0.61,0.276,,0.743,11888.322966871,12.7,89.0,0.548,6.993
DZA,2015,6.355,70.848,10.803463,2.72,36.0,93.083,75.622,23.892889,0.219,0.613,0.276,,0.74,11751.6341191101,13.0,89.0,0.621,6.993
DZA,2014,5.605,70.221,10.7653675,2.78,36.0,93.08334,75.11,24.27183,0.219,0.606,0.276,,0.735,11561.259795238,9.3,89.0,0.617,6.993
DZA,2011,5.367827,68.236,10.509482,2.94,34.8,93.083,74.1234,23.751097,0.219,0.576,0.27615732,,0.727,11113.9688922379,9.3,89.0,0.61,6.993
AGO,2017,3.7948,64.839,9.794801,12.364,19.0,,61.6798,22.671217,,0.531,,16.64086,0.597,7216.06137267002,21.0,1010.0,0.548,4.11
AGO,2016,3.795,64.149,10.067264,12.8709,18.0,,61.0923,22.886354,,0.46,,16.66509,0.596,7487.92509764052,21.0,1010.0,0.508,4.11
AGO,2015,3.866,63.446,10.436197,13.2696,15.0,,60.6546,22.814539,,0.449,,22.88841,0.582,7966.88555561333,21.0,1010.0,0.505,4.11
AGO,2014,4.033,62.731,10.70123,13.1431,19.0,,60.0397,22.413275,,0.449,,29.216988,0.563,8183.1645766116,21.0,1010.0,0.505,4.11
AGO,2011,4.17838,60.528,11.522309,13.4898,17.75,,57.5961,21.864286,,0.454,,43.97701,0.526,7663.28605266516,21.0,1010.0,0.515,4.11
ARG,2022,6.0237,91.716,4.086,8.509,36.2,91.68552,76.483,14.760651,0.3418394508269231,0.836,,29.757,0.846,22461.44094262,11.029,591.0,0.878,8.673
ARG,2021,5.967,92.229,4.086,8.509,36.2,90.295,75.3899,15.234323,0.5806852351153846,0.853,,29.081787,0.842,21599.7967368023,13.1,591.0,0.897,8.673
ARG,2020,5.9293,92.111,4.086,8.509,36.2,90.295,75.8921,15.251473,0.2100676682264151,0.868,,29.451418,0.84,19694.5605233461,13.0,591.0,0.914,8.41131
ARG,2019,5.9747,91.991,3.9129262,8.14,36.2,90.295,77.2845,15.001023,0.378,0.833,,28.184532,0.852,22071.7480998394,12.6,591.0,0.879,8.673
ARG,2018,6.0863,91.87,3.9297204,8.99,40.0,90.295,76.9994,14.943943,0.378,0.857,,28.5132,0.85,22747.2416575831,12.9,591.0,0.896,8.739134
ARG,2017,6.388,91.749,3.9514005,8.69,39.0,90.295,76.833,15.12979,0.378,0.85,,30.04403,0.851,23597.117752839,11.2,591.0,0.88,8.87
ARG,2016,6.599,91.627,4.1434073,8.06,36.0,90.295,76.3077,14.622041,0.378,0.861,,30.661215,0.847,23189.5274451329,8.6,591.0,0.899,8.673
ARG,2015,6.65,91.503,4.2455792,8.1,32.0,90.295,76.7602,15.122681,0.378,0.869,,31.453716,0.848,23933.8866120953,5.8,591.0,0.894,8.673
ARG,2014,6.574,91.377,4.2407727,9.16,34.0,88.90441,76.7549,14.981751,0.378,0.883,,31.12297,0.846,23550.0990599374,11.029,591.0,0.915,8.673
ARG,2011,6.242357,90.99,4.178858,8.42,36.2,90.295,76.124,14.761867,0.378,0.879,,29.298832,0.841,24647.6292739541,11.029,591.0,0.914,8.673
ARM,2022,5.3417,63.204,11.783,3.749,35.0,91.74661,74.01,7.408729,0.20242135305615383,0.882,0.308,21.886,0.764,16057.0064572714,0.82,562.0,0.885,7.975
ARM,2021,5.3986,63.431,11.783,3.749,35.0,94.463,72.0431,7.6757207,1.064059961730769,0.878,0.2794013,22.540012,0.759,14206.5445701331,0.5,562.0,0.884,7.975
ARM,2020,5.2826,63.313,11.783,3.749,35.0,94.463,72.173,7.103248,0.7163828464392452,0.903,0.25131604,22.33672,0.757,13357.6970638572,0.5,562.0,0.906,7.994621
ARM,2019,4.6768,63.219,11.371826,2.66,35.0,94.463,75.4386,7.3121448,0.661,0.913,0.30031213,22.759394,0.778,14317.5528692827,0.8,562.0,0.908,7.975
ARM,2018,4.5594,63.149,11.455856,1.65,35.0,94.463,75.0645,8.187609,0.661,0.896,0.344335,21.306564,0.771,13231.4310690444,1.1,562.0,0.888,8.07041
ARM,2017,4.3206,63.103,11.584303,2.43,35.0,94.463,74.9059,6.6434894,0.661,0.801,0.3362184,21.260899,0.768,12509.6396064818,1.2,562.0,0.801,7.86
ARM,2016,4.376,63.082,11.756579,4.43,33.0,94.463,74.6639,6.4220004,0.661,0.803,0.32547948,21.761496,0.765,11580.3836431751,0.82,562.0,0.789,7.975
ARM,2015,4.36,63.085,12.025206,4.7,35.0,94.463,74.4361,7.269296,0.661,0.802,0.32356772,21.574928,0.766,11506.0389896756,0.82,562.0,0.789,7.975
ARM,2014,4.35,63.112,12.063473,4.63,37.0,97.18008,74.0577,7.3057075,0.661,0.807,0.3148329,22.43237,0.764,11105.5324996261,0.82,562.0,0.786,7.975
ARM,2011,4.473529,63.34,12.22174,5.74,35.0,94.463,73.3045,5.7656994,0.661,0.807,0.29352945,21.0034,0.75,9551.15813085673,0.82,562.0,0.794,7.975
AUS,2022,7.0946,85.894,1.118,11.202,78.4,90.15292,83.175,21.874115,0.2299605095,0.96,0.341,28.306,0.938,51090.2633278214,3.414,534.0,0.93,11.394
AUS,2021,7.1621,86.362,1.118,11.202,78.4,91.341,84.5265,21.96463,0.05104515626923077,0.955,0.341,28.306,0.951,49609.2311012377,3.4,534.0,0.92,11.394
AUS,2020,7.1835,86.241,1.118,11.202,78.4,91.341,84.3239,22.58075,-0.03531149359150944,0.956,0.341,29.974062,0.947,48651.7349653922,3.6,534.0,0.931,11.222505
AUS,2019,7.2228,86.124,1.1128302,11.2523,78.4,91.341,83.11,23.126226,0.082,0.967,0.341,27.55645,0.941,49420.9404224359,3.3,534.0,0.931,11.394
AUS,2018,7.228,86.012,1.089121,11.2611,77.0,91.341,83.3871,22.6032,0.082,0.967,0.34333763,29.41556,0.941,49085.9333718305,3.8,534.0,0.934,11.40922
AUS,2017,7.2721,85.904,1.0618842,11.7932,77.0,91.341,83.0006,22.474974,0.082,0.966,0.341,29.192316,0.937,48418.558421681,3.6,534.0,0.935,11.55
AUS,2016,7.284,85.8,1.1055092,10.9183,79.0,91.341,82.8707,22.401701,0.082,0.975,0.3368581,28.496323,0.935,48107.0674601139,3.4,534.0,0.948,11.394
AUS,2015,7.313,85.701,1.1412232,11.8127,79.0,91.341,82.6552,22.506424,0.082,0.974,0.341,28.120186,0.933,47543.0801361158,2.8,534.0,0.948,11.394
AUS,2014,7.284,85.602,1.1507242,11.3146,80.0,92.52824,82.5677,22.59493,0.082,0.976,0.34399432,27.337116,0.931,47193.1716301214,3.414,534.0,0.947,11.394
AUS,2011,7.344625,85.3,1.1674845,10.0623,78.4,91.341,82.1336,21.348013,0.082,0.98,0.341,26.35477,0.926,45328.2597058221,3.414,534.0,0.955,11.394
AUT,2022,7.0973,58.101,3.493,11.316,74.8,82.3139,81.476,8.0978985,0.3018998465928846,0.915,0.304,42.91,0.913,55867.1838072071,1.186,1110.0,0.901,11.284
AUT,2021,7.163,58.995,3.493,11.316,74.8,82.314,81.5797,6.8732553,0.24425458188461538,0.945,0.304,43.713684,0.916,53817.3062578724,1.6,1110.0,0.917,11.284
AUT,2020,7.2678,58.748,3.493,11.316,74.8,82.314,81.5036,7.716915,0.25251391361132075,0.952,0.29801792,42.69726,0.913,51854.7493457907,1.3,1110.0,0.919,10.906205
AUT,2019,7.2942,58.515,3.2155223,10.4022,74.8,82.314,81.9077,8.035307,0.266,0.947,0.30211553,43.127434,0.919,55769.6841038798,0.9,1110.0,0.918,11.284
AUT,2018,7.246,58.297,3.1663206,11.188,76.0,82.314,81.6862,8.13189,0.266,0.942,0.3084879,42.79955,0.917,55217.2865300768,1.1,1110.0,0.926,11.275588
AUT,2017,7.1394,58.094,3.14181,10.7721,75.0,82.314,81.6391,7.2550244,0.266,0.961,0.29737586,42.44607,0.916,54172.9867888254,1.1,1110.0,0.939,11.67
AUT,2016,7.006,57.905,3.3299193,11.1316,75.0,82.314,81.5925,7.4417515,0.266,0.967,0.30797073,42.364082,0.915,53345.7415259818,1.2,1110.0,0.948,11.284
AUT,2015,7.119,57.715,3.5926633,11.3898,76.0,82.314,81.1594,7.9312553,0.266,0.967,0.30532774,43.77833,0.91,52873.8586545571,1.1,1110.0,0.948,11.284
AUT,2014,7.2,57.526,3.7688143,12.043,72.0,82.314,81.3903,8.039063,0.266,0.969,0.30535683,43.366844,0.909,52932.9001116518,1.186,1110.0,0.95,11.284
AUT,2011,7.227316,57.115,4.235061,12.2841,74.8,82.314,80.8285,7.306587,0.266,0.966,0.3080167,41.896942,0.905,53179.1474647432,1.186,1110.0,0.946,11.284
AZE,2021,5.1734,56.776,11.04,4.036,28.8,93.862,69.3658,13.154212,0.6795498628846153,0.387,,13.471213,0.745,14433.9042060355,0.5,447.0,0.416,8.802
AZE,2020,5.1708,56.397,11.04,4.036,28.8,93.862,66.8679,12.649577,0.3600889195975472,0.366,,15.185594,0.73,13726.7696576885,0.5,447.0,0.415,8.281513
AZE,2019,5.1648,56.031,10.869016,3.97,28.8,93.862,73.1023,12.930004,0.52,0.372,,14.218887,0.761,14442.0408668016,0.5,447.0,0.421,8.802
AZE,2018,5.2077,55.68,10.833136,3.92,25.0,93.862,72.7601,13.29211,0.52,0.341,,14.052589,0.757,14209.5931685619,0.5,447.0,0.389,9.373489
AZE,2017,5.2006,55.343,10.843067,3.91,31.0,93.862,72.2478,12.433502,0.52,0.398,,14.208536,0.753,14121.4069355591,0.5,447.0,0.446,8.75
AZE,2016,5.234,55.021,11.012124,3.92,30.0,93.862,72.0039,12.125596,0.52,0.348,,17.734713,0.75,14232.1926180142,0.5,447.0,0.401,8.802
AZE,2015,5.291,54.714,11.203531,3.99,29.0,93.862,71.4512,12.743314,0.52,0.376,,16.50607,0.748,14852.6117080302,0.5,447.0,0.432,8.802
AZE,2014,5.212,54.422,11.233435,4.1,29.0,93.8623,71.1163,12.886666,0.52,0.38,,14.998136,0.745,14867.9437345406,0.5,447.0,0.44,8.802
AZE,2011,4.581938,53.637,11.283263,4.44,28.8,93.862,69.9835,11.441569,0.52,0.358,,13.471065,0.729,13913.8366943419,0.5,447.0,0.414,8.802
BHR,2022,6.1732,89.188,14.969,6.717,43.0,,79.409,26.528921,0.33385654846153845,0.319,,1.486,0.86,51854.7163705359,,83.0,0.281,9.469
BHR,2021,6.6469,89.622,14.969,6.717,43.0,,78.7605,27.035477,0.5734635551346154,0.319,,1.486,0.875,49754.0477370429,,83.0,0.281,9.469
BHR,2020,6.6469,89.506,14.969,6.717,43.0,,79.1735,26.601576,0.2515176938360377,0.319,,2.922273,0.877,47994.4142924226,,83.0,0.278,9.286839
BHR,2019,6.2273,89.394,14.672168,7.2,43.0,,80.0186,26.590246,0.386,0.312,,3.011662,0.882,49768.9762142136,,83.0,0.27,9.469
BHR,2018,6.1994,89.287,14.7251215,7.04,36.0,,79.8566,26.753805,0.386,0.233,,1.1436089,0.879,48937.6603623739,,83.0,0.214,9.518841
BHR,2017,6.1051,89.186,14.858465,6.73,36.0,,79.689,26.359781,0.386,0.22,,0.98197675,0.869,48929.4470119951,,83.0,0.202,9.6
BHR,2016,6.087,89.09,15.015692,6.48,43.0,,79.5569,26.332296,0.386,0.225,,0.8499196,0.865,48486.3027470537,,83.0,0.219,9.469
BHR,2015,6.218,88.999,15.089565,6.32,51.0,,79.4046,26.407957,0.386,0.215,,1.0370021,0.858,48453.7258486635,,83.0,0.228,9.469
BHR,2014,5.96,88.915,15.052187,6.37,49.0,,79.3278,26.282455,0.386,0.192,,0.825235,0.83,49117.9884481019,,83.0,0.207,9.469
BHR,2011,5.567952,88.695,15.372803,6.88,43.0,,78.8902,25.68741,0.386,0.155,,1.1141405,0.809,46564.7108841565,,83.0,0.188,9.469
BGD,2022,4.2821,35.685,20.813,3.799,26.0,98.58334,71.321,25.798586,0.18650704051923078,0.382,0.3176719,7.7674227,0.619,6263.00463511584,11.443,2666.0,0.472,6.162
BGD,2021,5.1555,38.946,20.813,3.799,26.0,98.583,72.3811,25.84281,0.3960055326923077,0.36,0.321,7.642659,0.661,5911.01298340558,11.0,2666.0,0.438,6.162
BGD,2020,5.0246,38.177,20.813,3.799,26.0,98.583,71.9678,25.394598,0.2686347173018868,0.327,0.321,7.0021176,0.655,5591.3737660456,10.7,2666.0,0.404,5.989421
BGD,2019,4.8328,37.405,20.328232,3.85,26.0,98.583,72.8057,25.76548,0.284,0.333,0.321,7.498063,0.644,5467.20750902916,10.5,2666.0,0.401,6.162
BGD,2018,4.4558,36.632,20.456732,3.75,26.0,98.583,72.5675,25.340103,0.284,0.373,0.321,7.9265003,0.635,5124.49874345916,10.6,2666.0,0.428,5.9978147
BGD,2017,4.5004,35.858,20.562298,3.68,28.0,98.583,71.7879,25.570925,0.284,0.394,0.321,7.649592,0.622,4830.77629051855,11.6,2666.0,0.449,6.5
BGD,2016,4.608,35.083,20.712677,3.6,26.0,98.583,71.09,25.91387,0.284,0.41,0.32385272,7.316912,0.612,4589.09352178014,12.4,2666.0,0.465,6.162
BGD,2015,4.643,34.308,20.97101,3.64,25.0,98.583,70.4913,25.454306,0.284,0.413,0.321,7.094294,0.602,4337.38589269384,13.3,2666.0,0.471,6.162
BGD,2014,4.694,33.535,21.133997,3.73,25.0,98.583,69.9856,25.452011,0.284,0.387,0.321,7.2086844,0.583,4119.42463056385,11.443,2666.0,0.475,6.162
BGD,2011,4.807098,31.225,21.527962,4.34,26.0,98.583,68.8094,25.244028,0.284,0.434,0.321,7.2508764,0.561,3571.05863939925,11.443,2666.0,0.518,6.162
BLR,2021,5.8215,79.91,7.485,20.514,38.2,88.319,72.438,7.30788,1.1604558682692308,0.164,0.257,34.596,0.808,19872.6924952009,,618.0,0.211,10.784
BLR,2020,5.5335,79.483,7.485,20.514,38.2,88.319,72.5132,9.106788,0.7213926186792452,0.196,0.24383356,32.618946,0.807,19239.5531427458,,618.0,0.241,10.784273
BLR,2019,5.5399,79.044,6.77795,16.4924,38.2,88.319,74.216,8.870981,0.941,0.692,0.25277847,34.61063,0.817,19288.0406878264,,618.0,0.656,10.784
BLR,2018,5.3225,78.595,6.7878304,17.9443,44.0,88.319,74.5676,7.92857,0.941,0.691,0.25240526,35.620087,0.818,18974.7452169516,,618.0,0.653,10.784
BLR,2017,5.4833,78.134,6.8187437,18.4619,44.0,88.319,74.4519,7.668058,0.941,0.687,0.2544457,34.572056,0.817,18356.0660575514,,618.0,0.644,10.784
BLR,2016,5.569,77.661,7.1798005,19.3953,40.0,88.319,74.258,7.7674637,0.941,0.671,0.25306615,35.748615,0.813,17883.19031839,,618.0,0.632,10.784
BLR,2015,5.802,77.181,7.7084856,19.5525,32.0,88.319,73.9874,8.640975,0.941,0.653,0.25633225,35.58217,0.812,18362.6952543104,,618.0,0.602,10.784
BLR,2014,5.813,76.693,8.07391,21.5857,31.0,88.31913,73.5849,7.806661,0.941,0.651,0.27176666,34.739315,0.812,19119.3121378627,,618.0,0.602,10.784
BLR,2011,5.566307,75.188,9.04906,30.1626,38.2,88.319,71.5165,7.547709,0.941,0.648,0.2715255,33.278404,0.797,18274.0196322851,,618.0,0.569,10.784
BEL,2022,6.8591,97.947,3.567,14.873,76.0,,81.216,11.5119095,0.2116425384903846,0.978,0.274,45.946,0.928,53287.1536143837,1.3,847.0,0.956,11.188
BEL,2021,6.805,98.117,3.567,14.873,76.0,,81.8787,10.086791,0.10454271173653845,0.978,0.274,44.904606,0.937,52174.9068234526,1.5,847.0,0.954,11.188
BEL,2020,6.834,98.079,3.567,14.873,76.0,,80.7884,11.5468445,0.4329346729245283,0.976,0.2595833,44.918888,0.928,49030.9912855647,1.3,847.0,0.953,11.183289
BEL,2019,6.8635,98.041,3.3124945,13.9283,76.0,,81.8311,10.921496,0.25,0.98,0.27219802,44.832016,0.936,51977.1736814287,1.1,847.0,0.961,11.188
BEL,2018,6.923,98.001,3.3239088,14.3193,75.0,,81.4787,11.186072,0.25,0.98,0.27214414,46.405468,0.933,51113.4817384021,1.3,847.0,0.961,11.240353
BEL,2017,6.9269,97.961,3.3167343,14.5945,75.0,,81.3618,10.717227,0.25,0.98,0.27387968,46.381866,0.931,50442.2705419624,1.3,847.0,0.961,11.14
BEL,2016,6.891,97.919,3.3633764,15.0211,77.0,,81.2661,10.349013,0.25,0.98,0.27580982,45.834755,0.927,49829.9273887741,1.3,847.0,0.962,11.188
BEL,2015,6.929,97.876,3.475849,14.4114,77.0,,80.8898,10.621595,0.25,0.98,0.27729464,46.630493,0.924,49456.3985817783,1.3,847.0,0.962,11.188
BEL,2014,6.937,97.833,3.6776106,15.1285,76.0,,81.0811,11.247949,0.25,0.984,0.28134146,47.410248,0.921,48748.6205926039,1.3,847.0,0.965,11.188
BEL,2011,7.113178,97.698,4.4978285,16.7076,76.0,,80.3649,10.911835,0.25,0.984,0.28060696,46.191936,0.914,48154.8711461252,1.3,847.0,0.965,11.188
BLZ,2017,5.9556,45.601,6.785864,7.71,,,73.5624,25.905405,,,,21.160198,0.707,8798.69905704344,,1705.0,,
BLZ,2016,5.956,45.495,6.9507437,6.67,,,73.3988,26.026855,,,,20.484173,0.712,9141.2454122414,,1705.0,,
BLZ,2015,5.956,45.406,7.112918,6.87,,,73.1866,26.211744,,,,19.567799,0.708,9331.31266298748,,1705.0,,
BLZ,2011,6.450644,45.228,6.8957,7.92,,,72.6512,25.81542,,,,18.442484,0.709,8767.31491539721,,1705.0,,
BEN,2022,4.3737,46.67,15.327,13.319,38.2,,59.651,27.635437,0.16951008932692307,0.868,0.43,11.215,0.525,3435.1716165759,13.571,1039.0,0.824,5.68
BEN,2021,4.6232,48.972,15.327,13.319,38.2,,59.821,28.335459,0.27188736326923074,0.87,0.43,11.215,0.525,3321.55197071047,15.3,1039.0,0.808,5.68
BEN,2020,5.0452,48.415,15.327,13.319,38.2,,60.088,27.868393,0.05877006634528302,0.874,0.43,11.215,0.524,3186.48609895157,13.8,1039.0,0.818,5.6664166
BEN,2019,5.216,47.861,15.1682005,12.7127,38.2,,60.4537,27.937925,0.167,0.882,0.43,11.215,0.53,3156.43876330799,13.8,1039.0,0.845,5.68
BEN,2018,4.8832,47.312,15.164894,12.9745,40.0,,60.1403,27.714806,0.167,0.932,0.37948644,11.215,0.53,3040.16735376931,14.2,1039.0,0.878,5.64372
BEN,2017,4.1414,46.768,15.308401,13.1069,39.0,,59.8558,27.960014,0.167,0.933,0.43,11.215,0.53,2933.83738431719,14.4,1039.0,0.92,5.73
BEN,2016,3.657,46.229,15.33934,13.2741,36.0,,59.5394,28.079681,0.167,0.918,0.43,11.215,0.53,2859.39151002765,13.1,1039.0,0.901,5.68
BEN,2015,3.484,45.695,15.476394,13.3759,37.0,,59.3771,27.833368,0.167,0.888,0.47755915,11.215,0.529,2849.82032440254,10.4,1039.0,0.875,5.68
BEN,2014,3.34,45.166,15.366891,13.6455,39.0,,59.1249,27.722437,0.167,0.899,0.43,11.215,0.524,2883.89892063343,13.571,1039.0,0.869,5.68
BEN,2011,3.492997,43.608,15.462409,14.1437,38.2,,58.4624,27.90756,0.167,0.885,0.43439707,11.215374,0.499,2633.93889798441,13.571,1039.0,0.872,5.68
BTN,2018,5.0821,40.895,16.179342,5.11,68.0,,71.1286,8.47277,,0.796,0.374,17.21909,0.658,11931.6631740763,,2200.0,0.733,
BTN,2017,5.0821,40.167,16.326466,5.14,67.0,,70.8472,9.005468,,0.795,0.3744141,13.268918,0.647,11619.0645094045,,2200.0,0.712,
BTN,2016,5.011,39.428,16.523127,5.05,65.0,,70.6022,9.125375,,0.788,0.374,13.915841,0.638,11196.7703394116,,2200.0,0.713,
BTN,2015,5.196,38.678,16.703653,5.16,65.0,,70.3433,8.318613,,0.783,0.374,14.09044,0.627,10445.5758475032,,2200.0,0.717,
BTN,2014,5.253,37.918,16.781145,5.19,65.0,,70.0486,8.505215,,0.783,0.374,14.562643,0.617,9886.98059766614,,2200.0,0.717,
BOL,2022,5.6843,68.992,9.053,7.097,32.8,80.93856,66.67,20.415651,0.3216530512115385,0.782,0.444,25.709,0.696,8244.23565848464,,1146.0,0.823,
BOL,2021,5.6003,70.475,9.053,7.097,32.8,80.939,63.6304,20.473661,0.6738603898076924,0.776,0.40913323,20.296467,0.692,8052.60002635529,,1146.0,0.819,
BOL,2020,5.7159,70.123,9.053,7.097,32.8,80.939,64.4667,21.083246,0.4768906700188679,0.652,0.43645486,19.632416,0.694,7679.93319449802,,1146.0,0.727,
BOL,2019,5.7475,69.773,8.555846,6.82,32.8,80.939,67.841,20.839853,0.491,0.633,0.41644758,22.516605,0.717,8528.74880360829,,1146.0,0.722,
BOL,2018,5.7793,69.425,8.636104,6.97,29.0,80.939,67.748,20.248945,0.491,0.774,0.42579758,24.977852,0.714,8466.29319952075,,1146.0,0.845,
BOL,2017,5.7519,69.08,8.766901,7.17,33.0,80.939,67.7015,20.68914,0.491,0.775,0.44618952,23.95671,0.708,8244.93344575115,,1146.0,0.85,
BOL,2016,5.823,68.738,9.031759,7.43,33.0,80.939,67.6277,20.647776,0.491,0.762,0.45244002,26.129286,0.701,8034.17272467539,,1146.0,0.839,
BOL,2015,5.822,68.393,9.238796,7.2,34.0,80.939,67.3182,20.933432,0.491,0.766,0.46732494,31.295744,0.69,7825.76674838841,,1146.0,0.849,
BOL,2014,5.89,68.047,9.385104,7.04,35.0,80.939,67.1632,20.513987,0.491,0.756,0.47830656,33.69941,0.684,7581.59842759216,,1146.0,0.843,
BOL,2011,5.633493,66.874,9.756761,7.05,32.8,80.939,66.5337,20.523815,0.491,0.759,0.46080953,28.87705,0.668,6724.30067260437,,1146.0,0.851,
BIH,2022,5.6325,47.845,13.052,8.216,38.4,92.41127,76.494,11.637616,0.4167702557692307,0.782,0.33,37.33,0.768,16737.1110588204,1.986,1028.0,0.812,8.36
BIH,2021,5.768,49.425,13.052,8.216,38.4,92.411,75.3003,10.760398,1.1346278334615385,0.788,0.33,36.523735,0.78,15893.0471661483,3.1,1028.0,0.821,8.36
BIH,2020,5.8131,49.02,13.052,8.216,38.4,92.411,76.2254,11.114934,0.6271066892452831,0.797,0.33,36.707016,0.781,14587.4698636656,2.8,1028.0,0.821,7.801883
BIH,2019,5.6741,48.626,12.3605795,8.25,38.4,92.411,77.2412,11.3685875,0.726,0.809,0.33,37.333355,0.783,14851.6364993188,1.9,1028.0,0.828,8.36
BIH,2018,5.3865,48.245,12.450942,8.18,38.0,92.411,77.0926,11.184213,0.726,0.789,0.33,37.505783,0.776,14267.5081989658,1.5,1028.0,0.81,8.638537
BIH,2017,5.1294,47.876,12.570164,8.07,38.0,92.411,76.9349,10.610112,0.726,0.831,0.33,37.37167,0.772,13582.1736974909,1.3,1028.0,0.856,8.64
BIH,2016,5.182,47.518,12.916541,8.13,39.0,92.411,76.8083,10.747967,0.726,0.834,0.33,37.11854,0.77,13000.6063406587,1.8,1028.0,0.856,8.36
BIH,2015,5.163,47.173,13.349511,8.33,38.0,92.411,76.1819,10.968231,0.726,0.835,0.33,37.226704,0.761,12437.485132958,1.5,1028.0,0.858,8.36
