code,year,happiness,food_insec,precipitation,indiv_free,gini,hdi,gdp_pc,family,corruption,air_deaths,life_expectancy,temperature,urbanization,covid,hri,suicides,taxes,schooling
LSO,2021,3.5118,29.48,9.219,100.032,42.75,,53.062,11.313896,0.36240450276923075,0.804,0.449,30.00272,0.514,2239.30525415856,32.8,788.0,0.801,6.043
LSO,2020,3.5118,29.028,9.219,100.032,42.75,,54.6933,11.681567,0.0026100424528301873,0.832,0.449,34.851006,0.521,2225.25293352001,30.9,788.0,0.798,6.314051
LSO,2019,3.6528,28.585,9.102214,87.4824,42.75,,54.1726,13.003804,0.183,0.773,0.449,32.013786,0.524,2435.28632002517,29.0,788.0,0.754,6.043
LSO,2018,3.8019,28.153,9.23208,93.0725,41.0,,53.733,11.732796,0.183,0.75,0.449,31.496922,0.522,2501.42995489828,27.0,788.0,0.753,6.314051
LSO,2017,3.8082,27.73,9.289206,96.2889,42.0,,53.0636,11.798131,0.183,0.731,0.44879702,32.197075,0.518,2571.0740273731,29.925,788.0,0.699,5.5
LSO,2016,3.808,27.317,9.241215,107.1207,39.0,,52.2641,12.280965,0.183,0.721,0.449,29.373526,0.514,2687.48643771282,29.925,788.0,0.688,6.043
LSO,2014,4.898,26.502,9.230112,116.1953,49.0,,50.0327,11.599631,0.183,0.792,0.449,46.793327,0.496,2573.6756722684,29.925,788.0,0.789,6.043
LBR,2022,4.0423,50.643,13.216,7.854,34.8,,60.279,25.526339,0.18956227423076924,0.801,0.343,12.405637,0.477,1460.92339035678,37.9,2391.0,0.86,2.251
LBR,2021,5.1215,52.573,13.216,7.854,34.8,,60.7472,25.64385,0.23324523557692306,0.801,0.343,13.7646055,0.481,1423.22958890403,37.5,2391.0,0.86,2.251
LBR,2020,4.6252,52.089,13.216,7.854,34.8,,60.9476,25.763124,-0.002026575981132078,0.769,0.343,12.973329,0.48,1383.82809910001,37.3,2391.0,0.86,2.2065024
LBR,2019,4.5579,51.615,13.6198635,7.37,34.8,,61.1044,25.711672,0.14,0.762,0.343,11.331169,0.484,1455.63764867217,37.3,2391.0,0.836,2.251
LBR,2018,3.9753,51.151,13.508959,7.42,32.0,,60.8532,25.363794,0.14,0.804,0.343,11.519608,0.483,1521.73347067984,37.9,2391.0,0.853,2.2065024
LBR,2017,3.4954,50.697,13.374141,7.56,31.0,,60.5535,25.53052,0.14,0.838,0.343,12.399,0.481,1533.41123787771,38.3,2391.0,0.872,2.34
LBR,2016,3.533,50.254,13.479139,7.62,37.0,,60.4162,25.5981,0.14,0.779,0.3526546,12.399,0.478,1525.45801338777,38.4,2391.0,0.847,2.251
LBR,2015,3.622,49.82,12.862091,7.71,37.0,,59.1485,25.19789,0.14,0.781,0.343,12.399,0.473,1581.0551130224,38.6,2391.0,0.849,2.251
LBR,2014,4.571,49.397,11.77932,8.46,37.0,,59.1208,24.982718,0.14,0.781,0.33237883,12.399,0.472,1613.86547979499,37.9,2391.0,0.849,2.251
LBR,2011,4.039651,48.193,13.88897,8.84,34.8,,59.6198,24.93884,0.14,0.822,0.343,12.399,0.464,1475.83926884669,37.9,2391.0,0.879,2.251
LBY,2021,5.3302,80.994,10.455,5.306,16.4,96.885,71.9112,23.300186,0.6639038838461538,0.106,,1.185,0.718,20273.8812477167,21.2,56.0,0.34,
LBY,2020,5.4103,80.691,10.455,5.306,16.4,96.885,72.4722,22.584534,0.20184798803584908,0.101,,1.185,0.703,15621.0000330719,20.7,56.0,0.333,
LBY,2019,5.4888,80.393,11.030859,4.49,16.4,96.885,72.4634,22.647959,0.433,0.1,,1.185,0.722,22535.4456198617,18.6,56.0,0.329,
LBY,2018,5.5253,80.102,10.75597,5.7,17.0,96.885,72.7938,23.637411,0.433,0.099,,1.185,0.722,25734.168628333,16.7,56.0,0.342,
LBY,2017,5.5657,79.817,10.621737,5.48,17.0,96.885,72.4818,21.781755,0.433,0.118,,1.185,0.714,24212.9109270915,14.3,56.0,0.341,
LBY,2016,5.525,79.54,9.984199,4.95,14.0,96.885,71.756,23.194956,0.433,0.142,,1.185,0.696,18554.4806031278,12.4,56.0,0.371,
LBY,2015,5.615,79.27,10.210638,5.48,16.0,96.885,71.6982,22.252836,0.433,0.141,,1.185,0.699,19108.9438269268,11.2,56.0,0.376,
LBY,2014,5.754,79.009,10.205646,6.06,18.0,96.88452,71.5114,22.877478,0.433,0.147,,1.185,0.699,19569.9004889534,16.443,56.0,0.376,
LBY,2011,5.177599,78.277,10.37729,4.98,16.4,96.885,70.0707,21.923285,0.433,0.146,,1.1854088,0.69,16356.3626621348,16.443,56.0,0.299,
LTU,2022,6.763,67.532,3.825,25.879,58.8,66.69552,74.931,7.830172,0.7262552990384615,0.94,0.363,29.943,0.87,39955.3364126595,1.843,656.0,0.92,11.171
LTU,2021,6.4456,68.249,3.825,25.879,58.8,66.696,73.7201,7.231298,1.13745193875,0.922,0.363,32.68099,0.875,39432.4914748035,2.1,656.0,0.911,11.171
LTU,2020,6.2554,68.046,3.825,25.879,58.8,66.696,75.0676,9.121172,0.6503673367735849,0.944,0.35957366,31.138023,0.879,37179.8495700523,1.9,656.0,0.929,10.975232
LTU,2019,6.2155,67.855,3.2779295,20.1545,58.8,66.696,76.2119,8.79186,0.838,0.942,0.35253152,30.627178,0.884,37198.9583343954,1.7,656.0,0.933,11.171
LTU,2018,6.149,67.679,3.2527714,21.0806,59.0,66.696,75.6767,8.075469,0.838,0.952,0.35707808,30.612104,0.88,35446.7881488431,1.1,656.0,0.933,11.367647
LTU,2017,5.9519,67.516,3.2432091,23.4923,59.0,66.696,75.4399,7.4877734,0.838,0.956,0.372897,29.965824,0.876,33761.9475000677,1.6,656.0,0.928,11.17
LTU,2016,5.902,67.366,3.5623968,26.2069,59.0,66.696,74.8816,7.590445,0.838,0.956,0.38391206,30.027775,0.868,31925.8755342502,2.0,656.0,0.941,11.171
LTU,2015,5.813,67.23,3.9948714,28.9273,59.0,66.696,74.6103,8.280401,0.838,0.96,0.37375224,29.040718,0.862,30748.2657640288,2.5,656.0,0.937,11.171
LTU,2014,5.833,67.108,4.2870703,29.4396,58.0,66.696,74.8426,7.8724036,0.838,0.96,0.37681442,27.824203,0.861,29855.8989284624,1.843,656.0,0.934,11.171
LTU,2011,5.588069,66.741,5.159085,31.8499,58.8,66.696,73.9256,7.5891876,0.838,0.963,0.32491052,27.568434,0.849,25968.6420804861,1.843,656.0,0.95,11.171
LUX,2022,7.2279,90.609,2.672,8.668,82.2,,81.793,10.905843,-0.02761846989230769,0.981,0.332,38.54,0.922,117746.989592884,1.014,934.0,0.952,9.878
LUX,2021,7.404,91.672,2.672,8.668,82.2,,82.6287,9.2972,0.023392790730769233,0.968,0.332,39.89044,0.93,118510.002327709,0.6,934.0,0.928,9.878
LUX,2020,7.3244,91.453,2.672,8.668,82.2,,81.4335,10.871907,0.10890933673584906,0.967,0.3337364,39.524117,0.924,112274.817881541,0.7,934.0,0.923,9.795577
LUX,2019,7.2375,91.223,2.4599354,8.62,82.2,,82.1434,10.258367,0.035,0.979,0.34241262,40.974995,0.927,115209.605275898,0.8,934.0,0.95,9.878
LUX,2018,7.0903,90.981,2.393959,8.03,81.0,,81.8035,10.641085,0.035,0.981,0.35368094,40.759323,0.922,114164.468558094,0.9,934.0,0.951,9.929836
LUX,2017,6.9099,90.727,2.350415,7.53,82.0,,81.734,9.901335,0.035,0.981,0.34515738,38.016335,0.919,114985.842235989,0.9,934.0,0.951,9.91
LUX,2016,6.863,90.46,2.4586084,7.55,81.0,,82.0535,9.514747,0.035,0.981,0.31727982,36.791782,0.923,116283.699681286,1.4,934.0,0.951,9.878
LUX,2015,6.871,90.179,2.6440406,9.57,85.0,,81.8384,10.056208,0.035,0.981,0.32922232,36.085144,0.915,113182.728563365,1.8,934.0,0.951,9.878
LUX,2014,6.946,89.884,2.8651319,10.056,82.0,,81.7343,10.569472,0.035,0.981,0.3115832,37.419456,0.926,113313.578897944,1.014,934.0,0.951,9.878
LUX,2011,7.050853,88.906,3.534713,9.32,82.2,,80.7663,10.176179,0.035,0.981,0.3205412,37.397697,0.913,112998.390476598,1.014,934.0,0.951,9.878
MDG,2022,4.0191,36.386,16.842,9.527,26.2,,64.778,22.622202,0.2933889280769231,0.614,,9.234698,0.503,1502.48218160534,10.475,1513.0,0.741,4.539
MDG,2021,4.3391,39.207,16.842,9.527,26.2,,64.4853,22.979208,0.4239951663461538,0.614,,10.673631,0.501,1482.37615914483,12.2,1513.0,0.741,4.539
MDG,2020,4.2085,38.534,16.842,9.527,26.2,,65.182,23.025698,0.1030092060754717,0.614,,9.908206,0.501,1436.2069505149,10.3,1513.0,0.745,4.713441
MDG,2019,4.1656,37.861,16.664843,9.18,26.2,,65.8821,23.261549,0.273,0.616,,10.975912,0.51,1585.4716511334,9.9,1513.0,0.744,4.539
MDG,2018,3.9327,37.191,16.682547,9.24,25.0,,65.2697,22.812601,0.273,0.593,,10.856286,0.507,1557.32254582361,9.5,1513.0,0.768,4.713441
MDG,2017,3.7736,36.522,16.66879,9.33,24.0,,65.0938,23.066587,0.273,0.593,,10.508257,0.507,1548.15642479839,10.475,1513.0,0.751,4.19
MDG,2016,3.644,35.856,16.76718,9.47,26.0,,64.9969,22.769411,0.273,0.586,,9.670949,0.505,1528.56170911826,10.475,1513.0,0.753,4.539
MDG,2015,3.695,35.193,16.866606,9.53,28.0,,64.339,22.849434,0.273,0.586,,9.0577,0.504,1508.37443974838,10.475,1513.0,0.749,4.539
MDG,2014,3.681,34.534,16.940626,9.79,28.0,,64.2553,22.813498,0.273,0.568,,8.599842,0.502,1500.91059468336,10.475,1513.0,0.735,4.539
MDG,2011,4.309328,32.58,17.299995,10.1475,26.2,,63.4942,22.821974,0.273,0.449,,9.551182,0.494,1493.44248157403,10.475,1513.0,0.598,4.539
MWI,2022,3.4952,16.73,12.75,12.213,31.6,,62.104,22.025679,0.35298926865384617,0.874,0.416,8.306164,0.5,1466.87941731684,49.557,1181.0,0.858,5.469
MWI,2021,3.7504,17.695,12.75,12.213,31.6,,62.9044,22.337036,0.4189901607692308,0.89,0.416,11.598451,0.512,1491.13368766864,52.2,1181.0,0.856,5.469
MWI,2020,3.6,17.427,12.75,12.213,31.6,,63.7167,22.540907,0.08497341945396227,0.891,0.416,12.138935,0.516,1489.6013808411,51.0,1181.0,0.86,5.5056524
MWI,2019,3.538,17.174,13.109669,10.5762,31.6,,64.1188,22.479517,0.286,0.846,0.38543174,12.003989,0.519,1517.70316939192,49.5,1181.0,0.821,5.469
MWI,2018,3.4098,16.937,13.031983,11.0418,32.0,,63.2758,22.32975,0.286,0.841,0.416,12.173879,0.51,1478.42483565789,48.3,1181.0,0.82,5.5110817
MWI,2017,3.5868,16.714,12.850306,11.6746,31.0,,62.9769,22.404312,0.286,0.836,0.416,12.184302,0.505,1454.77749244971,49.7,1181.0,0.807,5.39
MWI,2016,3.97,16.506,12.795784,12.2463,31.0,,62.2093,22.720152,0.286,0.805,0.44694307,10.882819,0.498,1437.04211363826,48.5,1181.0,0.787,5.469
MWI,2015,4.156,16.313,12.784749,12.5862,31.0,,61.3781,22.637602,0.286,0.831,0.416,10.77646,0.491,1440.61836501729,47.7,1181.0,0.821,5.469
MWI,2014,4.292,16.132,12.75982,12.7697,33.0,,60.8991,22.319328,0.286,0.781,0.416,11.316859,0.487,1440.583747328,49.557,1181.0,0.78,5.469
MWI,2011,4.623671,15.672,11.914234,14.594,31.6,,57.4547,22.21344,0.286,0.756,0.416,10.974322,0.463,1381.38963771659,49.557,1181.0,0.738,5.469
MYS,2022,6.0123,75.243,6.348,5.407,49.0,96.34425,75.331,25.644615,0.10843119536538462,0.709,0.421,11.676651,0.8,28383.6186462565,6.686,2875.0,0.73,9.112
MYS,2021,5.7113,77.696,6.348,5.407,49.0,97.018,74.8839,25.730352,0.32434190012307695,0.701,0.421,11.240012,0.803,26407.3166882315,6.0,2875.0,0.713,9.112
MYS,2020,5.3843,77.16,6.348,5.407,49.0,97.018,75.9378,26.02616,-0.11391966328301886,0.713,0.421,10.888576,0.806,25852.1897023247,6.3,2875.0,0.712,8.889285
MYS,2019,5.3843,76.607,6.1238647,5.77,49.0,97.018,75.7603,26.154589,0.106,0.708,0.421,11.938618,0.81,27674.3974895709,6.6,2875.0,0.736,9.112
MYS,2018,5.3388,76.036,6.060333,5.58,47.0,97.018,75.6444,25.857973,0.106,0.7,0.41176775,12.025474,0.807,26835.8064127879,6.7,2875.0,0.731,9.335915
MYS,2017,6.3221,75.447,5.951584,5.57,47.0,97.018,75.4763,25.806295,0.106,0.603,0.421,12.948969,0.805,25935.1395225396,6.7,2875.0,0.636,9.11
MYS,2016,6.084,74.84,6.3084235,5.37,49.0,97.018,75.2888,26.291588,0.106,0.561,0.421,13.547284,0.803,24859.7966188477,6.7,2875.0,0.602,9.112
MYS,2015,6.005,74.213,6.651991,5.22,50.0,97.018,75.0942,25.8427,0.106,0.57,0.410664,14.056865,0.797,24151.2561811625,7.8,2875.0,0.608,9.112
MYS,2014,5.77,73.577,6.6788764,5.1,52.0,97.69231,75.1459,25.61316,0.106,0.57,0.421,14.63293,0.792,23328.3409217006,6.686,2875.0,0.608,9.112
MYS,2011,5.823207,71.609,6.6643877,5.24,49.0,97.018,74.7459,25.423754,0.106,0.584,0.43943596,14.55328,0.773,20900.3196619597,6.686,2875.0,0.622,9.112
MDV,2020,5.1976,40.669,5.558,2.76,,,79.8747,,0.07451174175471699,0.679,0.293,18.120863,0.734,13809.3534044054,2.2,1972.0,0.751,
MDV,2019,5.1976,40.238,5.5576234,2.76,,,80.116,,0.075,0.67,0.2928509,19.162058,0.755,20988.09175434,2.2,1972.0,0.74,
MLI,2022,4.1978,41.38,13.973,8.294,32.4,,58.613,28.895899,0.17534406178846154,0.663,0.36,13.41913,0.423,2132.62331490077,,282.0,0.745,2.726
MLI,2021,4.479,44.677,13.973,8.294,32.4,,58.9414,29.794167,0.26490084557692306,0.697,0.36,15.063141,0.428,2120.62330123011,,282.0,0.764,2.726
MLI,2020,4.7235,43.909,13.973,8.294,32.4,,58.6331,29.239212,0.286919391954717,0.713,0.36,14.220469,0.427,2123.82820216377,,282.0,0.757,2.5783932
MLI,2019,4.7293,43.136,14.176149,7.96,32.4,,59.6637,28.777023,0.242,0.699,0.36,14.775763,0.433,2219.04674252443,,282.0,0.786,2.726
MLI,2018,4.3904,42.356,14.140757,7.98,32.0,,59.3934,29.05616,0.242,0.67,0.3596336,11.875183,0.43,2185.5755906423,,282.0,0.75,2.860348
MLI,2017,4.447,41.572,14.154964,8.04,31.0,,59.1322,29.098932,0.242,0.679,0.36,15.175905,0.426,2153.84563800797,,282.0,0.755,2.74
MLI,2016,4.19,40.783,14.068016,8.29,32.0,,58.7313,29.279825,0.242,0.738,0.36,14.909902,0.421,2112.18707547063,,282.0,0.8,2.726
MLI,2015,4.073,39.991,13.793217,8.46,35.0,,58.3632,28.673685,0.242,0.738,0.36,13.971834,0.416,2060.09854883386,,282.0,0.8,2.726
MLI,2014,3.995,39.196,13.624698,8.65,32.0,,57.9003,28.710869,0.242,0.738,0.36,12.554635,0.415,2002.37292847122,,282.0,0.804,2.726
MLI,2011,3.966874,36.799,13.853409,8.68,32.4,,56.7553,29.049896,0.242,0.758,0.36,12.545215,0.409,2017.14415640244,,282.0,0.846,2.726
MLT,2022,6.2999,94.53,4.455,5.594,56.0,,83.025,,0.16192922634807694,0.913,0.296,31.003,0.897,48641.5159984074,1.271,560.0,0.895,10.156
MLT,2021,6.4469,94.81,4.455,5.594,56.0,,83.7769,,0.16878591638461538,0.915,0.296,30.33024,0.918,46598.6422152807,1.9,560.0,0.897,10.156
MLT,2020,6.602,94.744,4.455,5.594,56.0,,83.3545,,0.1715581438679245,0.91,0.3140378,29.91472,0.911,41753.5274072514,1.4,560.0,0.892,10.193024
MLT,2019,6.7728,94.678,4.1736517,5.32,56.0,,83.2065,,0.167,0.887,0.3104208,30.072945,0.915,46438.3447211367,0.9,560.0,0.856,10.156
MLT,2018,6.7256,94.612,4.053058,5.28,54.0,,83.3448,,0.167,0.887,0.28665087,30.94214,0.91,45115.7642305345,0.8,560.0,0.856,10.193724
MLT,2017,6.6266,94.546,3.9752982,4.83,56.0,,83.5867,,0.167,0.885,0.2923224,30.941198,0.901,43493.4262600589,1.0,560.0,0.862,10.08
MLT,2016,6.527,94.48,4.129304,5.12,55.0,,83.1107,,0.167,0.908,0.29089114,31.294147,0.891,40318.6793179866,1.4,560.0,0.902,10.156
MLT,2015,6.488,94.414,4.385936,6.55,60.0,,82.9621,,0.167,0.917,0.29433772,30.302511,0.889,39902.7665432067,1.5,560.0,0.904,10.156
MLT,2014,6.302,94.347,4.714243,6.33,55.0,,82.7362,,0.167,0.931,0.29020345,32.396343,0.881,37284.147116227,1.271,560.0,0.909,10.156
MLT,2011,5.959978,94.141,5.75071,5.73,56.0,,81.1465,,0.167,0.945,0.2914259,32.835438,0.857,32929.4108862276,1.271,560.0,0.919,10.156
MRT,2022,4.7239,52.579,13.856,5.386,28.6,,64.636,28.09841,0.11641698036538463,0.383,0.326,12.52146,0.546,5330.21450287031,6.329,92.0,0.602,3.892
MRT,2021,4.1526,56.133,13.856,5.386,28.6,,64.3636,28.505562,0.1947611814423077,0.383,0.326,10.762889,0.556,5142.28120534172,9.5,92.0,0.56,3.892
MRT,2020,4.2274,55.327,13.856,5.386,28.6,,64.5321,28.48304,0.06244061946226415,0.491,0.326,10.716777,0.556,5236.41023285221,7.2,92.0,0.631,4.2314367
MRT,2019,4.3746,54.507,13.30946,5.47,28.6,,65.6869,27.313993,0.125,0.514,0.326,11.961399,0.563,5392.93253994322,6.6,92.0,0.659,3.892
MRT,2018,4.4903,53.672,13.4964075,5.42,27.0,,65.31,27.143295,0.125,0.392,0.326,13.276427,0.556,5367.21423589194,5.9,92.0,0.531,4.025404
MRT,2017,4.3555,52.824,13.750762,5.38,28.0,,65.0827,28.18943,0.125,0.362,0.326,12.530504,0.545,5259.06290234387,5.5,92.0,0.515,3.42
MRT,2016,4.292,51.962,13.786716,5.36,27.0,,64.7679,28.230108,0.125,0.385,0.326,12.063529,0.541,5080.80707659282,5.0,92.0,0.612,3.892
MRT,2015,4.201,51.089,14.152351,5.33,31.0,,64.4847,27.881563,0.125,0.385,0.326,11.896854,0.544,5151.89775539302,4.6,92.0,0.612,3.892
MRT,2014,4.436,50.203,14.186081,5.4,30.0,,64.1546,27.688576,0.125,0.387,0.3261935,11.158824,0.537,5020.13474266656,6.329,92.0,0.621,3.892
MRT,2011,4.64289,47.493,14.313382,5.34,28.6,,63.3456,27.80095,0.125,0.691,0.326,9.659982,0.515,4825.08600955074,6.329,92.0,0.746,3.892
MUS,2022,5.9023,40.933,5.649,8.576,52.4,,74.654,23.310394,0.18520358829807693,0.71,0.368,19.51931,0.799,22841.3505464071,7.429,2041.0,0.737,9.438
MUS,2021,6.0711,40.775,5.649,8.576,52.4,,73.5552,23.722242,0.3452862765769231,0.765,0.368,19.456926,0.802,20915.2165205008,10.5,2041.0,0.793,9.438
MUS,2020,6.049,40.76,5.649,8.576,52.4,,74.3306,23.450216,-0.06676315462264151,0.792,0.368,20.805622,0.804,20231.8515927971,9.1,2041.0,0.822,9.405725
MUS,2019,6.1013,40.766,5.5777016,8.75,52.4,,75.1179,24.161875,0.155,0.886,0.368,19.48672,0.817,23676.4135788934,8.3,2041.0,0.883,9.438
MUS,2018,5.8882,40.793,5.5586596,8.19,51.0,,74.9194,23.860184,0.155,0.889,0.368,18.296299,0.811,23018.5155565853,6.8,2041.0,0.891,9.447635
MUS,2017,5.8915,40.841,5.520106,9.59,50.0,,74.8812,23.986328,0.155,0.871,0.36761206,17.795572,0.805,22143.8265496345,6.2,2041.0,0.874,9.46
MUS,2016,5.629,40.91,5.577084,7.58,54.0,,75.0114,23.768518,0.155,0.897,0.368,17.47547,0.801,21324.0638555461,5.9,2041.0,0.894,9.438
MUS,2015,5.648,41.0,5.6692333,7.51,53.0,,74.9754,24.095789,0.155,0.897,0.368,18.013937,0.795,20545.1696211622,5.2,2041.0,0.896,9.438
MUS,2014,5.477,41.111,5.732421,9.85,54.0,,74.8523,24.053343,0.155,0.912,0.368,18.624557,0.793,19840.1772991114,7.429,2041.0,0.893,9.438
MUS,2011,5.477073,41.444,5.9057674,8.56,52.4,,74.2406,23.776901,0.155,0.935,0.368,18.325897,0.762,17988.6831197124,7.429,2041.0,0.909,9.438
MEX,2022,6.3295,79.798,7.032,5.541,30.6,97.10317,73.44,20.961386,0.09297955285384615,0.586,0.471,12.707,0.767,20254.7811446095,3.586,758.0,0.682,8.759
MEX,2021,6.1276,81.016,7.032,5.541,30.6,97.352,70.2127,21.236673,0.69574896275,0.587,0.471,13.872029,0.758,19617.759623071,3.6,758.0,0.686,8.759
MEX,2020,6.3168,80.731,7.032,5.541,30.6,97.352,70.1328,21.578537,0.6851582403207548,0.62,0.4539873,14.28684,0.756,18639.6613477888,3.7,758.0,0.71,8.824254
MEX,2019,6.465,80.444,6.6507077,5.29,30.6,97.352,74.2021,21.339834,0.491,0.62,0.471,13.144053,0.779,20553.9544541494,3.9,758.0,0.727,8.759
MEX,2018,6.5945,80.156,6.694945,5.36,28.0,97.352,74.0146,21.05795,0.491,0.642,0.46706957,13.064639,0.777,20789.3610427692,3.7,758.0,0.734,8.812746
MEX,2017,6.4882,79.867,6.8221254,5.89,29.0,97.352,74.1378,21.382174,0.491,0.637,0.471,13.035672,0.775,20582.2523679391,3.3,758.0,0.712,8.64
MEX,2016,6.578,79.577,7.086605,5.57,30.0,97.352,74.4122,21.226313,0.491,0.619,0.47677714,13.534361,0.772,20423.5593353977,3.3,758.0,0.698,8.759
MEX,2015,6.778,79.285,7.295295,5.6,31.0,97.352,74.6822,21.05142,0.491,0.619,0.471,12.782394,0.768,20296.5672169242,3.6,758.0,0.699,8.759
MEX,2014,7.187,78.993,7.3742495,5.72,35.0,97.6,74.7974,20.978762,0.491,0.611,0.4872244,10.628389,0.764,19994.5013552979,3.586,758.0,0.692,8.759
MEX,2011,6.740288,78.111,7.3029466,5.36,30.6,97.352,74.3651,21.245848,0.491,0.607,0.471,10.0124035,0.752,19431.2011214269,3.586,758.0,0.687,8.759
MDA,2022,5.8192,42.649,6.477,13.044,32.4,,69.815,11.363865,0.2528442770769231,0.888,0.268,30.220432,0.759,13308.4173346263,3.557,450.0,0.901,8.25
MDA,2021,5.8568,42.998,6.477,13.044,32.4,,68.8459,10.151399,0.9319721298076923,0.83,0.25731638,29.448671,0.767,13703.9392557301,4.8,450.0,0.853,8.25
MDA,2020,5.7664,42.849,6.477,13.044,32.4,,70.1665,12.18794,0.43900404264150944,0.776,0.268,29.530275,0.766,11848.8995265762,4.9,450.0,0.804,8.288821
MDA,2019,5.6075,42.726,5.7212515,12.1666,32.4,,70.9351,11.872149,0.541,0.821,0.26016647,28.342497,0.774,12776.9218268725,4.5,450.0,0.838,8.25
MDA,2018,5.5285,42.629,5.6362247,11.877,33.0,,70.4916,10.941697,0.541,0.811,0.25661647,28.993246,0.768,12142.7301220455,4.0,450.0,0.803,8.250541
MDA,2017,5.6397,42.557,5.605743,12.4382,31.0,,70.5155,10.994229,0.541,0.797,0.25899243,28.401314,0.765,11464.0181535546,2.9,450.0,0.779,8.21
MDA,2016,5.838,42.511,6.155719,13.4222,30.0,,69.9169,11.153423,0.541,0.813,0.26345387,26.432734,0.756,10816.0898117339,2.2,450.0,0.801,8.25
MDA,2015,5.897,42.49,6.904339,13.6824,33.0,,69.2396,11.771474,0.541,0.826,0.27028158,26.586782,0.749,10216.3708841051,1.6,450.0,0.809,8.25
MDA,2014,5.889,42.496,7.2547054,14.4705,35.0,,69.0307,10.752426,0.541,0.803,0.26833853,27.176023,0.75,10172.713778775,3.557,450.0,0.802,8.25
MDA,2011,5.3054,42.589,8.058976,13.2516,32.4,,69.1919,10.262927,0.541,0.864,0.30628577,26.432528,0.736,8928.50088619416,3.557,450.0,0.86,8.25
MNG,2022,5.8402,68.383,13.235,19.54,37.8,81.39333,70.247,1.6026748,0.02189830469615385,0.82,0.328,25.608,0.734,12073.2454569616,0.5,241.0,0.838,9.265
MNG,2021,5.7607,68.785,13.235,19.54,37.8,81.393,70.9754,2.253761,0.19365862996153846,0.834,0.328,27.743923,0.739,11668.4304178082,0.5,241.0,0.872,9.265
MNG,2020,5.6772,68.657,13.235,19.54,37.8,81.393,72.141,1.9064916,-0.10201243698113208,0.834,0.328,25.431688,0.745,11666.7797012439,0.5,241.0,0.883,9.153257
MNG,2019,5.4562,68.543,13.067182,18.0245,37.8,81.393,71.8221,1.9854546,0.038,0.855,0.328,28.362103,0.746,12458.018426132,0.5,241.0,0.898,9.265
MNG,2018,5.2854,68.445,12.96561,18.6733,37.0,81.393,71.1992,1.6361961,0.038,0.844,0.3274099,27.790882,0.743,12052.2938125194,0.5,241.0,0.888,9.193137
MNG,2017,5.1246,68.363,12.960136,19.1132,36.0,81.393,70.2375,2.4419038,0.038,0.842,0.328,25.036852,0.732,11431.4980165191,0.5,241.0,0.886,9.45
MNG,2016,4.955,68.297,13.107477,19.8206,38.0,81.393,69.8647,1.4130422,0.038,0.846,0.32345733,20.68835,0.733,11058.9504802077,0.5,241.0,0.891,9.265
MNG,2015,4.907,68.23,13.24863,19.6771,39.0,81.393,69.4977,2.1612988,0.038,0.843,0.328,22.367542,0.732,11134.8018555112,0.5,241.0,0.886,9.265
MNG,2014,4.874,68.163,13.356024,19.6032,39.0,81.393,69.0472,1.8336229,0.038,0.837,0.3203779,23.381416,0.729,11107.988979424,0.5,241.0,0.883,9.265
MNG,2011,4.562082,67.963,13.939495,21.8693,37.8,81.393,67.4393,0.821819,0.038,0.892,0.33883506,29.672615,0.709,8685.77986212855,0.5,241.0,0.915,9.265
MNE,2022,5.7222,66.405,11.017,16.391,44.4,88.78254,76.673,10.694629,0.2252115315192308,0.893,0.357,36.594,0.826,22108.5789476209,2.614,,0.882,8.725
MNE,2021,5.5468,67.826,11.017,16.391,44.4,88.783,76.3426,10.063949,1.1371255374423077,0.872,0.357,36.77094,0.832,20710.3928233129,3.3,,0.863,8.725
MNE,2020,5.5805,67.488,11.017,16.391,44.4,88.783,76.2575,10.558358,0.3486810106603774,0.817,0.357,38.43765,0.826,18258.9581594492,3.4,,0.795,8.9080925
MNE,2019,5.5461,67.15,10.334127,16.2247,44.4,88.783,77.0396,10.706058,0.57,0.864,0.357,37.002625,0.837,21533.9423012786,2.8,,0.836,8.725
MNE,2018,5.5229,66.813,10.496824,16.4483,45.0,88.783,77.1595,10.759205,0.57,0.867,0.36811927,36.135536,0.834,20686.5713243978,2.2,,0.825,8.71593
MNE,2017,5.3475,66.477,10.7117195,16.2725,46.0,88.783,76.9388,10.030194,0.57,0.888,0.36906824,35.93859,0.83,19682.2745280535,2.3,,0.852,8.55
MNE,2016,5.237,66.141,10.992302,16.0755,45.0,88.783,76.7462,10.216878,0.57,0.893,0.38487947,36.064743,0.824,18797.8924276022,2.2,,0.856,8.725
MNE,2015,5.161,65.806,11.24823,16.3497,44.0,88.783,76.7561,10.434516,0.57,0.906,0.39005032,36.060192,0.822,18263.5985219562,2.1,,0.863,8.725
MNE,2014,5.192,65.471,11.419265,16.3476,42.0,88.783,76.7465,10.597352,0.57,0.906,0.31926522,39.068825,0.819,17674.6124620826,2.614,,0.863,8.725
MNE,2011,5.146845,64.472,11.915589,17.0195,44.4,88.783,76.0684,9.941416,0.57,0.889,0.30819854,33.8683,0.811,17287.4082273473,2.614,,0.849,8.725
MAR,2022,4.9028,61.773,12.038,7.756,39.0,89.08333,73.321,19.794237,0.0916880055,0.683,,21.238213,0.663,8083.365234375,,346.0,0.629,6.199
